id,user_id,item_id,date_created,date_cart_transition,became_order
243,243,6,2025-03-24,2025-03-24,1
244,244,11,2025-03-30,2025-04-06,0
245,245,9,2025-04-01,2025-04-01,1
246,246,7,2025-03-15,2025-03-22,0
247,247,7,2025-03-24,2025-03-24,1
248,248,14,2025-04-03,2025-04-10,0
249,249,3,2025-03-25,2025-03-25,1
250,250,5,2025-03-14,2025-03-14,1
251,251,1,2025-03-06,2025-03-06,0
252,252,13,2025-03-19,2025-03-19,1
253,253,14,2025-03-18,2025-03-18,0
254,254,1,2025-03-14,2025-03-21,0
255,255,5,2025-03-31,2025-03-31,1
256,256,10,2025-03-21,2025-03-28,0
257,257,14,2025-03-24,2025-03-31,0
258,258,12,2025-03-28,2025-03-28,1
259,259,14,2025-03-23,2025-03-23,0
260,260,3,2025-03-28,2025-03-28,0
261,261,5,2025-03-29,2025-03-29,1
262,262,15,2025-03-18,2025-03-25,0
263,263,4,2025-03-24,2025-03-24,1
264,264,7,2025-03-26,2025-04-02,0
265,265,15,2025-03-16,2025-03-16,1
266,266,15,2025-03-26,2025-04-02,0
267,267,6,2025-03-11,2025-03-11,1
268,268,3,2025-04-01,2025-04-01,0
269,269,1,2025-03-14,2025-03-21,0
270,270,2,2025-03-21,2025-03-21,1
271,271,14,2025-03-22,2025-03-22,0
272,272,9,2025-03-25,2025-03-25,1
273,273,7,2025-04-04,2025-04-11,0
274,274,9,2025-04-01,2025-04-01,1
275,275,12,2025-04-04,2025-04-04,1
276,276,15,2025-03-08,2025-03-08,0
277,277,11,2025-03-22,2025-03-22,0
278,278,7,2025-03-19,2025-03-19,0
279,279,5,2025-03-12,2025-03-12,1
280,280,9,2025-03-18,2025-03-18,1
281,281,9,2025-03-22,2025-03-22,1
282,282,2,2025-03-27,2025-03-27,1
283,283,1,2025-03-27,2025-03-27,0
284,284,6,2025-03-20,2025-03-20,1
285,285,12,2025-03-10,2025-03-10,1
286,286,11,2025-03-19,2025-03-26,0
287,287,7,2025-04-02,2025-04-09,0
288,288,15,2025-03-12,2025-03-12,0
289,289,4,2025-03-14,2025-03-14,1
290,290,11,2025-03-28,2025-04-04,0
291,291,10,2025-03-24,2025-03-24,0
292,292,4,2025-03-19,2025-03-19,1
293,293,12,2025-04-04,2025-04-04,1
294,294,14,2025-04-01,2025-04-01,0
295,295,12,2025-04-05,2025-04-05,1
296,296,8,2025-03-14,2025-03-14,1
297,297,11,2025-03-18,2025-03-18,0
298,298,5,2025-03-28,2025-03-28,1
299,299,5,2025-03-29,2025-03-29,1
300,300,9,2025-04-02,2025-04-02,1
301,301,15,2025-03-19,2025-03-26,0
302,302,10,2025-03-23,2025-03-23,0
303,303,7,2025-03-31,2025-04-07,0
304,304,10,2025-03-30,2025-04-06,0
305,305,3,2025-03-31,2025-03-31,1
306,306,8,2025-03-21,2025-03-21,1
307,307,1,2025-03-29,2025-03-29,0
308,308,13,2025-03-27,2025-03-27,1
309,309,13,2025-03-21,2025-03-21,1
310,310,11,2025-03-22,2025-03-29,0
311,311,7,2025-03-27,2025-04-03,0
312,312,15,2025-03-28,2025-03-28,1
313,313,8,2025-03-30,2025-03-30,1
314,314,6,2025-03-24,2025-03-24,1
315,315,7,2025-03-18,2025-03-18,0
316,316,15,2025-03-26,2025-03-26,1
317,317,6,2025-04-05,2025-04-05,1
318,318,7,2025-03-22,2025-03-22,0
319,319,2,2025-03-09,2025-03-09,1
320,320,13,2025-03-29,2025-03-29,1
321,321,8,2025-04-04,2025-04-04,0
322,322,2,2025-04-03,2025-04-03,1
323,323,10,2025-03-27,2025-04-03,0
324,324,9,2025-03-20,2025-03-20,1
325,325,5,2025-04-01,2025-04-01,1
326,326,13,2025-03-23,2025-03-23,0
327,327,8,2025-03-22,2025-03-29,0
328,328,15,2025-03-19,2025-03-19,1
329,329,8,2025-03-25,2025-03-25,0
330,330,9,2025-04-05,2025-04-05,1
331,331,3,2025-03-28,2025-03-28,1
332,332,1,2025-03-21,2025-03-21,0
333,333,5,2025-03-19,2025-03-19,1
334,334,3,2025-03-28,2025-04-04,0
335,335,4,2025-03-28,2025-03-28,1
336,336,15,2025-04-02,2025-04-02,1
337,337,14,2025-03-24,2025-03-24,0
338,338,12,2025-03-21,2025-03-21,1
339,339,3,2025-03-10,2025-03-17,0
340,340,1,2025-04-01,2025-04-01,0
341,341,15,2025-03-18,2025-03-18,0
342,342,14,2025-03-28,2025-04-04,0
343,343,12,2025-03-23,2025-03-23,1
344,344,5,2025-03-16,2025-03-16,1
345,345,11,2025-03-21,2025-03-28,0
346,346,6,2025-03-23,2025-03-23,1
347,347,13,2025-03-27,2025-03-27,1
348,348,13,2025-03-20,2025-03-20,1
349,349,15,2025-03-12,2025-03-19,0
350,350,5,2025-03-29,2025-03-29,1
351,351,14,2025-03-29,2025-03-29,0
352,352,12,2025-03-17,2025-03-17,1
353,353,10,2025-03-19,2025-03-19,0
354,354,14,2025-03-29,2025-03-29,0
355,355,3,2025-03-31,2025-03-31,1
356,356,9,2025-03-20,2025-03-20,1
357,357,8,2025-03-12,2025-03-19,0
358,358,4,2025-03-06,2025-03-06,1
359,359,7,2025-03-12,2025-03-19,0
360,360,6,2025-03-21,2025-03-21,1
361,361,12,2025-03-16,2025-03-16,1
362,362,10,2025-03-21,2025-03-28,0
363,363,11,2025-03-22,2025-03-22,0
364,364,7,2025-03-15,2025-03-22,0
365,365,3,2025-03-27,2025-03-27,0
366,366,8,2025-03-29,2025-03-29,1
367,367,7,2025-03-11,2025-03-11,0
368,368,1,2025-03-20,2025-03-27,0
369,369,15,2025-03-21,2025-03-28,0
370,370,2,2025-03-14,2025-03-14,1
371,371,8,2025-03-11,2025-03-11,0
372,372,9,2025-03-27,2025-03-27,1
373,373,3,2025-03-18,2025-03-25,0
374,374,14,2025-04-03,2025-04-03,0
375,375,6,2025-04-02,2025-04-02,1
376,376,2,2025-04-01,2025-04-01,1
377,377,14,2025-04-01,2025-04-01,0
378,378,4,2025-03-21,2025-03-21,1
379,379,11,2025-03-31,2025-03-31,0
380,380,9,2025-03-06,2025-03-06,1
381,381,15,2025-03-07,2025-03-07,0
382,382,11,2025-03-24,2025-03-31,0
383,383,15,2025-03-13,2025-03-13,1
384,384,3,2025-03-21,2025-03-21,1
385,385,3,2025-04-02,2025-04-02,0
386,386,14,2025-03-19,2025-03-19,0
387,387,14,2025-03-16,2025-03-23,0
388,388,14,2025-03-25,2025-04-01,0
389,389,13,2025-03-13,2025-03-13,0
390,390,5,2025-03-20,2025-03-20,1
391,391,13,2025-03-19,2025-03-19,1
392,392,11,2025-03-21,2025-03-21,0
393,393,2,2025-03-29,2025-03-29,1
394,394,1,2025-03-31,2025-04-07,0
395,395,11,2025-03-27,2025-03-27,0
396,396,8,2025-04-02,2025-04-02,1
397,397,4,2025-03-25,2025-03-25,1
398,398,4,2025-03-23,2025-03-23,1
399,399,3,2025-03-24,2025-03-24,1
400,400,5,2025-03-24,2025-03-24,1
401,401,7,2025-03-23,2025-03-30,0
402,402,10,2025-03-26,2025-04-02,0
403,403,6,2025-03-19,2025-03-19,1
404,404,11,2025-04-05,2025-04-05,0
405,405,10,2025-03-20,2025-03-27,0
406,406,3,2025-03-28,2025-04-04,0
407,407,4,2025-03-02,2025-03-02,1
408,408,12,2025-03-09,2025-03-09,1
409,409,2,2025-03-19,2025-03-19,1
410,410,10,2025-03-20,2025-03-20,0
411,411,12,2025-03-30,2025-03-30,1
412,412,11,2025-03-24,2025-03-24,0
413,413,4,2025-03-18,2025-03-18,1
414,414,2,2025-04-03,2025-04-03,1
415,415,3,2025-03-17,2025-03-17,0
416,416,3,2025-03-30,2025-04-06,0
417,417,8,2025-03-26,2025-03-26,0
418,418,4,2025-03-16,2025-03-16,1
419,419,11,2025-04-05,2025-04-05,0
420,420,14,2025-03-24,2025-03-31,0
421,421,14,2025-03-06,2025-03-06,0
422,422,13,2025-03-09,2025-03-09,1
423,423,1,2025-03-18,2025-03-25,0
424,424,4,2025-03-21,2025-03-21,1
425,425,7,2025-03-17,2025-03-17,0
426,426,2,2025-03-20,2025-03-20,1
427,427,3,2025-03-21,2025-03-21,1
428,428,9,2025-04-01,2025-04-01,1
429,429,13,2025-03-24,2025-03-24,1
430,430,6,2025-03-19,2025-03-19,1
431,431,7,2025-03-29,2025-03-29,0
432,432,5,2025-03-19,2025-03-19,1
433,433,7,2025-03-29,2025-03-29,1
434,434,2,2025-03-13,2025-03-13,1
435,435,3,2025-03-14,2025-03-21,0
436,436,12,2025-03-31,2025-03-31,1
437,437,5,2025-03-11,2025-03-11,1
438,438,3,2025-03-26,2025-03-26,1
439,439,6,2025-03-08,2025-03-08,1
440,440,14,2025-03-21,2025-03-21,0
441,441,6,2025-03-21,2025-03-21,1
442,442,4,2025-03-22,2025-03-22,1
443,443,13,2025-03-19,2025-03-19,1
444,444,10,2025-03-27,2025-03-27,0
445,445,8,2025-03-04,2025-03-11,0
446,446,2,2025-03-19,2025-03-19,1
447,447,1,2025-03-29,2025-04-05,0
448,448,15,2025-03-29,2025-03-29,1
449,449,6,2025-04-04,2025-04-04,1
450,450,1,2025-03-24,2025-03-31,0
451,451,3,2025-03-25,2025-03-25,0
452,452,4,2025-03-26,2025-03-26,1
453,453,5,2025-03-14,2025-03-14,1
454,454,6,2025-03-20,2025-03-20,1
455,455,5,2025-03-25,2025-03-25,1
456,456,14,2025-03-16,2025-03-16,0
457,457,5,2025-03-20,2025-03-20,1
458,458,7,2025-04-03,2025-04-10,0
459,459,6,2025-03-23,2025-03-23,1
460,460,3,2025-03-21,2025-03-21,1
461,461,4,2025-03-23,2025-03-23,1
462,462,12,2025-03-26,2025-03-26,1
463,463,11,2025-03-06,2025-03-13,0
464,464,4,2025-03-16,2025-03-16,1
465,465,11,2025-03-23,2025-03-30,0
466,466,8,2025-03-22,2025-03-29,0
467,467,6,2025-03-09,2025-03-09,1
468,468,13,2025-03-24,2025-03-31,0
469,469,6,2025-04-05,2025-04-05,1
470,470,1,2025-03-10,2025-03-17,0
471,471,11,2025-03-20,2025-03-20,0
472,472,11,2025-03-22,2025-03-22,0
473,473,2,2025-03-08,2025-03-08,1
474,474,15,2025-03-14,2025-03-21,0
475,475,4,2025-04-05,2025-04-05,1
476,476,10,2025-03-22,2025-03-22,0
477,477,2,2025-03-18,2025-03-18,1
478,478,13,2025-04-04,2025-04-04,0
479,479,1,2025-03-16,2025-03-16,0
480,480,10,2025-03-30,2025-03-30,0
481,481,4,2025-03-10,2025-03-10,1
482,482,12,2025-03-30,2025-03-30,1
483,483,2,2025-03-10,2025-03-10,1
484,484,11,2025-03-26,2025-04-02,0
485,485,15,2025-03-21,2025-03-21,1
486,486,7,2025-03-17,2025-03-17,0
487,487,4,2025-03-18,2025-03-18,1
488,488,13,2025-04-02,2025-04-09,0
489,489,2,2025-03-19,2025-03-19,1
490,490,1,2025-03-30,2025-04-06,0
491,491,14,2025-04-03,2025-04-03,0
492,492,6,2025-04-05,2025-04-05,1
493,493,4,2025-03-18,2025-03-18,1
494,494,9,2025-03-31,2025-03-31,1
495,495,11,2025-03-26,2025-04-02,0
496,496,13,2025-03-24,2025-03-31,0
497,497,2,2025-04-01,2025-04-01,1
498,498,7,2025-03-31,2025-03-31,1
499,499,3,2025-03-18,2025-03-25,0
500,500,3,2025-03-28,2025-03-28,1
501,501,11,2025-03-23,2025-03-30,0
502,502,3,2025-03-23,2025-03-30,0
503,503,7,2025-03-27,2025-03-27,1
504,504,12,2025-03-22,2025-03-22,1
505,505,10,2025-03-26,2025-03-26,0
506,506,11,2025-03-27,2025-03-27,0
507,507,2,2025-03-30,2025-03-30,1
508,508,2,2025-04-03,2025-04-03,1
509,509,8,2025-03-27,2025-04-03,0
510,510,15,2025-03-28,2025-04-04,0
511,511,9,2025-03-12,2025-03-12,1
512,512,9,2025-03-27,2025-03-27,1
513,513,8,2025-03-20,2025-03-20,1
514,514,2,2025-03-17,2025-03-17,1
515,515,5,2025-03-24,2025-03-24,1
516,516,8,2025-03-27,2025-03-27,1
517,517,5,2025-03-22,2025-03-22,1
518,518,14,2025-03-22,2025-03-22,0
519,519,12,2025-04-02,2025-04-02,1
520,520,14,2025-03-13,2025-03-13,0
521,521,12,2025-03-21,2025-03-21,1
522,522,5,2025-03-28,2025-03-28,1
523,523,1,2025-03-24,2025-03-31,0
524,524,14,2025-03-28,2025-04-04,0
525,525,9,2025-03-28,2025-03-28,1
526,526,4,2025-03-08,2025-03-08,1
527,527,2,2025-03-31,2025-03-31,1
528,528,4,2025-03-15,2025-03-15,1
529,529,15,2025-04-04,2025-04-04,1
530,530,7,2025-03-15,2025-03-15,1
531,531,14,2025-03-09,2025-03-16,0
532,532,1,2025-03-17,2025-03-24,0
533,533,10,2025-03-17,2025-03-24,0
534,534,12,2025-03-09,2025-03-09,1
535,535,5,2025-03-15,2025-03-15,1
536,536,4,2025-03-27,2025-03-27,1
537,537,10,2025-03-31,2025-03-31,0
538,538,9,2025-03-31,2025-03-31,1
539,539,5,2025-03-29,2025-03-29,1
540,540,8,2025-03-22,2025-03-29,0
541,541,12,2025-03-11,2025-03-11,1
542,542,6,2025-04-02,2025-04-02,1
543,543,9,2025-03-31,2025-03-31,1
544,544,6,2025-04-04,2025-04-04,1
545,545,8,2025-03-23,2025-03-23,0
546,546,14,2025-03-30,2025-04-06,0
547,547,8,2025-03-09,2025-03-09,0
548,548,8,2025-03-17,2025-03-24,0
549,549,5,2025-03-30,2025-03-30,1
550,550,13,2025-03-16,2025-03-16,1
551,551,10,2025-03-10,2025-03-10,0
552,552,15,2025-03-15,2025-03-15,1
553,553,14,2025-04-01,2025-04-01,0
554,554,14,2025-04-04,2025-04-11,0
555,555,5,2025-03-26,2025-03-26,1
556,556,5,2025-03-14,2025-03-14,1
557,557,12,2025-03-20,2025-03-20,1
558,558,2,2025-03-28,2025-03-28,1
559,559,15,2025-03-29,2025-04-05,0
560,560,8,2025-03-15,2025-03-15,1
561,561,14,2025-03-21,2025-03-28,0
562,562,12,2025-03-24,2025-03-24,1
563,563,4,2025-03-21,2025-03-21,1
564,564,7,2025-03-16,2025-03-16,1
565,565,6,2025-03-31,2025-03-31,1
566,566,6,2025-03-15,2025-03-15,1
567,567,9,2025-03-19,2025-03-19,1
568,568,12,2025-03-13,2025-03-13,1
569,569,2,2025-03-29,2025-03-29,1
570,570,15,2025-03-12,2025-03-12,1
571,571,5,2025-03-28,2025-03-28,1
572,572,14,2025-03-28,2025-03-28,0
573,573,2,2025-03-22,2025-03-22,1
574,574,15,2025-04-03,2025-04-03,1
575,575,2,2025-03-23,2025-03-23,1
576,576,13,2025-03-12,2025-03-19,0
577,577,10,2025-03-31,2025-04-07,0
578,578,2,2025-03-22,2025-03-22,1
579,579,1,2025-03-29,2025-03-29,0
580,580,3,2025-03-21,2025-03-28,0
581,581,3,2025-03-24,2025-03-24,1
582,582,9,2025-03-20,2025-03-20,1
583,583,10,2025-04-03,2025-04-10,0
584,584,11,2025-03-09,2025-03-09,0
585,585,6,2025-03-15,2025-03-15,1
586,586,9,2025-03-15,2025-03-15,1
587,587,12,2025-04-01,2025-04-01,1
588,588,13,2025-03-12,2025-03-12,1
589,589,11,2025-03-24,2025-03-24,0
590,590,5,2025-03-14,2025-03-14,1
591,591,10,2025-03-21,2025-03-21,0
592,592,8,2025-03-16,2025-03-16,1
593,593,7,2025-03-15,2025-03-15,1
594,594,5,2025-03-13,2025-03-13,1
595,595,6,2025-03-20,2025-03-20,1
596,596,7,2025-03-28,2025-03-28,1
597,597,9,2025-04-01,2025-04-01,1
598,598,3,2025-03-25,2025-03-25,0
599,599,14,2025-03-16,2025-03-16,0
600,600,13,2025-03-14,2025-03-14,1
601,601,9,2025-03-23,2025-03-23,1
602,602,8,2025-03-13,2025-03-13,1
603,603,5,2025-03-26,2025-03-26,1
604,604,11,2025-04-04,2025-04-11,0
605,605,13,2025-03-23,2025-03-30,0
606,606,11,2025-04-03,2025-04-03,0
607,607,1,2025-03-29,2025-03-29,0
608,608,14,2025-03-25,2025-03-25,0
609,609,15,2025-03-12,2025-03-19,0
610,610,9,2025-03-21,2025-03-21,1
611,611,6,2025-03-20,2025-03-20,1
612,612,14,2025-03-13,2025-03-13,0
613,613,10,2025-04-01,2025-04-08,0
614,614,2,2025-04-04,2025-04-04,1
615,615,15,2025-03-30,2025-03-30,0
616,616,8,2025-03-21,2025-03-28,0
617,617,8,2025-03-24,2025-03-24,0
618,618,1,2025-03-13,2025-03-13,0
619,619,15,2025-03-26,2025-04-02,0
620,620,10,2025-03-29,2025-04-05,0
621,621,11,2025-03-04,2025-03-11,0
622,622,5,2025-03-13,2025-03-13,1
623,623,1,2025-03-30,2025-04-06,0
624,624,7,2025-03-24,2025-03-24,1
625,625,12,2025-03-18,2025-03-18,1
626,626,8,2025-03-27,2025-04-03,0
627,627,15,2025-03-25,2025-03-25,1
628,628,1,2025-03-26,2025-04-02,0
629,629,13,2025-03-30,2025-03-30,1
630,630,7,2025-03-17,2025-03-17,0
631,631,15,2025-03-21,2025-03-28,0
632,632,11,2025-03-22,2025-03-29,0
633,633,9,2025-03-28,2025-03-28,1
634,634,15,2025-03-27,2025-03-27,1
